,qualifying_position,diff_qual_final,num_pit_stops,driver_points,lap_time,stop_duration,constructor_points,starting_grid_position,final_position
913,7,1.0,1,19.0,104998,25723,23.0,7,6.0
914,10,3.0,1,12.0,105366,24735,12.0,10,7.0
915,1,0.0,1,91.0,95658,21870,202.0,1,1.0
916,2,0.0,1,111.0,98042,24586,202.0,2,2.0
917,3,0.0,1,80.0,96832,21762,132.0,3,3.0
918,4,0.0,1,42.0,99104,22082,81.0,4,4.0
919,7,2.0,1,52.0,99950,22623,132.0,7,5.0
920,9,3.0,1,39.0,101963,22139,81.0,9,6.0
921,2,1.0,1,116.0,87110,24789,242.0,2,1.0
922,3,1.0,1,98.0,87844,24851,158.0,3,2.0
923,1,-2.0,1,126.0,86226,24181,242.0,1,3.0
924,5,1.0,1,17.0,88993,25119,52.0,5,4.0
925,4,-1.0,1,35.0,89697,24501,52.0,4,5.0
926,6,0.0,1,60.0,90682,24177,158.0,6,6.0
927,7,0.0,1,11.0,91791,24733,17.0,7,7.0
928,12,4.0,1,4.0,94805,25062,4.0,10,8.0
929,16,7.0,1,16.0,95990,25732,21.0,14,9.0
930,13,2.0,1,6.0,146277,34773,17.0,11,11.0
931,11,-1.0,1,16.0,96832,25077,16.0,15,12.0
932,18,5.0,1,5.0,98439,25618,21.0,17,13.0
933,17,3.0,1,42.0,97549,24641,81.0,16,14.0
934,1,0.0,1,151.0,85160,23708,285.0,1,1.0
935,2,0.0,1,134.0,86190,23321,285.0,2,2.0
936,4,1.0,1,57.0,87753,25541,104.0,4,3.0
937,3,-1.0,1,72.0,86878,23630,180.0,3,4.0
938,16,11.0,1,108.0,94928,27241,180.0,18,5.0
939,17,11.0,1,47.0,93643,23912,104.0,15,6.0
940,6,-1.0,1,6.0,90289,23660,23.0,6,7.0
941,2,1.0,1,159.0,92902,21768,328.0,2,1.0
942,1,-1.0,1,169.0,93767,21869,328.0,1,2.0
943,4,1.0,1,62.0,96377,22447,129.0,4,3.0
944,3,-1.0,1,120.0,95352,31882,192.0,3,4.0
945,6,1.0,1,67.0,99657,22777,129.0,6,5.0
946,5,-1.0,1,18.0,97967,21685,31.0,5,6.0
947,1,0.0,1,194.0,117101,28417,371.0,1,1.0
948,2,0.0,1,177.0,119219,28393,371.0,2,2.0
949,6,3.0,1,135.0,122876,28946,211.0,6,3.0
950,3,-1.0,1,74.0,114061,29369,151.0,3,4.0
951,4,-1.0,1,77.0,118560,28781,151.0,4,5.0
952,7,1.0,1,27.0,121964,28347,63.0,7,6.0
953,9,2.0,1,24.0,120017,28558,39.0,9,7.0
954,3,2.0,1,160.0,92868,21900,236.0,3,1.0
955,7,5.0,1,45.0,98483,22072,96.0,7,2.0
956,4,1.0,1,51.0,99193,21824,96.0,4,3.0
957,9,5.0,1,22.0,103086,22536,31.0,9,4.0
958,15,10.0,1,11.0,102692,21567,17.0,15,5.0
959,1,-5.0,1,202.0,101635,23146,383.0,1,6.0
960,10,3.0,1,23.0,105374,22805,35.0,10,7.0
961,2,-6.0,1,181.0,95978,21780,383.0,2,8.0
962,16,7.0,1,6.0,103467,22231,17.0,16,9.0
963,17,7.0,1,6.0,105581,23005,22.0,17,10.0
964,18,7.0,1,16.0,105925,22729,22.0,18,11.0
965,8,-4.0,1,74.0,100775,27936,151.0,8,12.0
966,6,-7.0,1,77.0,97282,22974,151.0,6,13.0
967,14,0.0,1,12.0,103745,16444,35.0,14,14.0
968,1,0.0,1,227.0,117421,22403,426.0,1,1.0
969,2,0.0,1,199.0,121269,22997,426.0,2,2.0
970,4,1.0,1,38.0,122796,23717,50.0,9,3.0
971,12,8.0,1,57.0,124633,22796,108.0,12,4.0
972,5,0.0,1,25.0,118864,23562,49.0,4,5.0
973,7,1.0,1,82.0,123254,23282,161.0,6,6.0
974,14,7.0,1,82.0,126321,22578,242.0,16,7.0
975,15,7.0,1,26.0,125805,24564,35.0,18,8.0
976,3,-6.0,1,79.0,121470,23319,161.0,3,9.0
977,13,3.0,1,7.0,123837,24183,23.0,13,10.0
978,16,5.0,1,16.0,127794,23439,23.0,14,11.0
979,1,0.0,1,252.0,89689,24368,451.0,1,1.0
980,3,1.0,1,178.0,91216,24340,270.0,3,2.0
981,5,2.0,1,97.0,92486,25207,188.0,5,3.0
982,6,2.0,1,91.0,92983,25536,188.0,6,4.0
983,2,-3.0,1,92.0,100589,24442,270.0,2,5.0
984,7,1.0,1,33.0,93852,24281,63.0,7,6.0
985,1,0.0,1,203.0,112569,29172,310.0,1,1.0
986,2,0.0,1,73.0,115603,31307,139.0,2,2.0
987,3,0.0,1,107.0,116737,30031,310.0,3,3.0
988,6,2.0,1,211.0,119448,30562,463.0,6,4.0
989,7,2.0,1,101.0,120008,29260,198.0,7,5.0
990,4,-2.0,1,66.0,117605,29159,139.0,4,6.0
991,13,6.0,1,39.0,122185,29732,69.0,13,7.0
992,8,0.0,1,30.0,257359,31207,41.0,8,8.0
993,14,5.0,1,11.0,123511,34970,41.0,14,9.0
994,16,6.0,1,17.0,124770,29679,26.0,16,10.0
995,17,6.0,1,9.0,125272,29589,26.0,17,11.0
996,18,6.0,1,12.0,126307,29762,50.0,18,12.0
997,2,1.0,1,277.0,99642,22750,506.0,2,1.0
998,1,-1.0,1,229.0,103015,23078,506.0,1,2.0
999,4,1.0,1,218.0,101283,23074,337.0,4,3.0
1000,6,2.0,1,119.0,103974,23714,337.0,6,4.0
1001,3,-2.0,1,111.0,102426,23542,208.0,3,5.0
1002,11,5.0,1,38.0,105612,23750,77.0,13,6.0
1003,8,1.0,1,44.0,104839,23793,60.0,8,7.0
1004,13,5.0,1,16.0,105231,24842,60.0,11,8.0
1005,15,6.0,1,32.0,109433,27793,44.0,17,9.0
1006,2,1.0,1,302.0,138257,30216,531.0,2,1.0
1007,4,2.0,1,236.0,141449,29367,359.0,4,2.0
1008,7,4.0,1,54.0,143690,30545,92.0,7,3.0
1009,15,11.0,1,109.0,152826,30741,220.0,15,4.0
1010,5,-3.0,1,123.0,139644,29386,359.0,5,8.0
1011,12,6.0,1,25.0,151330,30362,34.0,12,6.0
1012,14,7.0,1,22.0,153698,29952,66.0,14,7.0
1013,13,4.0,1,8.0,150176,29719,19.0,13,9.0
1014,9,-1.0,1,33.0,199317,37334,45.0,9,10.0
1015,16,5.0,1,11.0,154740,29539,19.0,19,11.0
1016,2,1.0,1,327.0,118693,24354,574.0,2,1.0
1017,11,6.0,1,76.0,145599,30418,149.0,11,5.0
1018,1,-1.0,1,247.0,121650,24640,574.0,1,2.0
1019,5,2.0,1,251.0,123711,25019,374.0,13,3.0
1020,10,6.0,1,45.0,124666,25527,63.0,8,4.0
1021,6,1.0,1,64.0,122597,26458,102.0,5,5.0
1022,14,8.0,1,16.0,125223,27286,27.0,11,6.0
1023,20,13.0,1,18.0,126764,25259,63.0,20,7.0
1024,15,7.0,1,26.0,131422,27851,70.0,12,8.0
1025,17,8.0,1,27.0,130259,31137,36.0,15,9.0
1026,3,-7.0,1,74.0,120885,24449,150.0,3,10.0
1027,11,0.0,1,11.0,171512,31987,27.0,9,11.0
1028,18,6.0,1,0.0,170794,37748,0.0,17,12.0
1029,1,0.0,1,272.0,87651,22391,617.0,1,1.0
1030,2,0.0,1,345.0,88284,22304,617.0,2,2.0
1031,6,3.0,1,126.0,92578,22957,243.0,6,3.0
1032,4,0.0,1,88.0,89420,22559,172.0,4,4.0
1033,5,0.0,1,84.0,91125,22422,172.0,5,5.0
1034,7,1.0,1,117.0,93954,22849,243.0,7,6.0
1035,10,3.0,1,44.0,95220,23277,112.0,10,7.0
1036,9,1.0,1,68.0,94892,23547,112.0,9,8.0
1037,8,-1.0,1,47.0,93337,22985,65.0,8,9.0
1038,12,2.0,1,45.0,97207,22735,71.0,12,10.0
1039,13,2.0,1,26.0,96745,26647,71.0,13,11.0
1040,14,2.0,1,9.0,97733,22956,36.0,14,12.0
1041,11,-2.0,1,18.0,95795,23128,65.0,11,13.0
1042,20,6.0,1,16.0,100285,23356,27.0,20,14.0
1043,1,0.0,1,297.0,80546,25039,660.0,1,1.0
1044,2,0.0,1,363.0,81209,24328,660.0,2,2.0
1045,3,0.0,1,266.0,82124,23801,401.0,3,3.0
1046,5,1.0,1,135.0,82683,23293,401.0,4,4.0
1047,1,0.0,1,322.0,108445,21637,703.0,1,1.0
1048,2,0.0,1,381.0,109867,21346,703.0,2,2.0
1049,3,0.0,1,150.0,110826,22162,428.0,3,3.0
1050,16,12.0,1,278.0,118449,21795,428.0,15,4.0
1051,4,-1.0,1,78.0,111832,21922,136.0,4,5.0
1052,5,-1.0,1,92.0,113484,21949,187.0,5,6.0
1053,7,0.0,1,58.0,112754,22045,136.0,7,7.0
1054,8,0.0,1,121.0,115648,22851,257.0,8,8.0
1055,15,6.0,1,51.0,119750,22203,78.0,18,9.0
1056,9,-1.0,1,95.0,116442,21868,187.0,9,10.0
1057,10,-1.0,1,18.0,114713,25307,67.0,10,11.0
1058,2,1.0,1,25.0,99316,21531,43.0,2,1.0
1059,1,-1.0,1,18.0,101289,21940,43.0,1,2.0
1060,3,0.0,1,15.0,96916,21339,15.0,3,3.0
1061,8,4.0,1,12.0,103776,22245,12.0,8,4.0
1062,6,1.0,1,10.0,101024,21550,14.0,6,5.0
1063,19,13.0,1,8.0,109379,1089417,8.0,19,6.0
1064,10,3.0,1,6.0,103434,22167,6.0,10,7.0
1065,11,3.0,1,4.0,108329,21376,14.0,16,8.0
1066,7,-2.0,1,2.0,102065,22414,3.0,7,9.0
1067,5,-5.0,1,1.0,100074,22303,3.0,5,10.0
1068,14,3.0,1,0.0,106255,23286,0.0,13,11.0
1069,15,3.0,1,0.0,180423,27831,0.0,14,12.0
1070,9,-4.0,1,0.0,105079,24719,6.0,9,13.0
1071,2,1.0,1,50.0,99458,24934,83.0,2,1.0
1072,4,2.0,1,18.0,103779,24720,33.0,4,2.0
1073,1,-2.0,1,33.0,104787,24512,83.0,1,3.0
1074,5,1.0,1,24.0,102560,24541,30.0,5,4.0
1075,9,4.0,1,18.0,104134,25739,18.0,9,5.0
1076,10,4.0,1,9.0,106223,25810,11.0,10,6.0
1077,1,0.0,1,75.0,104084,22831,114.0,1,1.0
1078,4,2.0,1,33.0,108651,30115,61.0,4,2.0
1079,6,3.0,1,21.0,105491,24084,57.0,6,3.0
1080,2,-2.0,1,36.0,103315,24392,57.0,2,4.0
1081,3,-2.0,1,28.0,124621,31134,61.0,3,5.0
1082,11,5.0,1,22.0,108086,22124,29.0,10,6.0
1083,22,15.0,1,39.0,130729,29322,114.0,22,7.0
1084,9,1.0,1,13.0,110445,30034,17.0,9,8.0
1085,8,-1.0,1,4.0,107539,25754,17.0,8,9.0
1086,5,-5.0,1,7.0,109323,22682,29.0,5,10.0
1087,7,-4.0,1,0.0,106374,23215,6.0,7,11.0
1088,12,0.0,1,0.0,111011,22874,1.0,11,12.0
1089,13,0.0,1,0.0,109024,24072,1.0,12,13.0
1090,1,0.0,1,100.0,125911,29709,157.0,1,1.0
1091,10,8.0,1,57.0,130775,30001,157.0,10,2.0
1092,4,1.0,1,43.0,127594,30498,76.0,3,3.0
1093,3,-1.0,1,19.0,128947,29841,51.0,2,4.0
1094,5,0.0,1,32.0,130032,29551,51.0,4,5.0
1095,4,3.0,1,38.0,114582,22369,94.0,4,1.0
1096,5,3.0,1,61.0,118161,22107,109.0,5,2.0
1097,6,3.0,1,48.0,116984,21643,109.0,6,3.0
1098,3,-1.0,1,48.0,113669,21738,94.0,3,4.0
1099,7,2.0,1,29.0,118967,21856,65.0,7,5.0
1100,8,2.0,1,12.0,115665,22874,26.0,8,6.0
1101,9,2.0,1,8.0,120031,22679,14.0,9,7.0
1102,18,10.0,1,36.0,132372,21384,65.0,18,8.0
1103,3,2.0,1,82.0,147161,26315,188.0,3,1.0
1104,1,-1.0,1,66.0,145733,25054,112.0,1,2.0
1105,8,5.0,1,23.0,153805,25714,37.0,7,3.0
1106,4,0.0,1,60.0,148982,25114,121.0,4,4.0
1107,10,5.0,1,18.0,155781,25512,24.0,9,5.0
1108,5,-1.0,1,14.0,150366,25215,37.0,5,6.0
1109,2,-5.0,1,106.0,146157,26698,188.0,2,7.0
1110,1,0.0,1,107.0,86378,22243,223.0,1,1.0
1111,3,1.0,1,78.0,86081,22597,147.0,3,2.0
1112,7,4.0,1,44.0,89772,22184,81.0,7,3.0
1113,5,1.0,1,50.0,87405,23586,130.0,5,4.0
1114,2,-3.0,1,116.0,91889,22466,223.0,2,5.0
1115,6,0.0,1,69.0,89359,22820,147.0,6,6.0
1116,4,-3.0,1,72.0,88643,22872,130.0,4,7.0
1117,1,0.0,1,141.0,112772,20058,258.0,1,1.0
1118,4,2.0,1,96.0,115352,20422,177.0,3,2.0
1119,2,-1.0,1,39.0,116369,20614,59.0,7,3.0
1120,5,1.0,1,81.0,116048,20593,177.0,4,4.0
1121,10,5.0,1,117.0,120321,20108,258.0,10,5.0
1122,8,2.0,1,52.0,120130,19732,90.0,8,6.0
1123,3,-4.0,1,78.0,113840,19840,140.0,2,7.0
1124,9,1.0,1,54.0,118905,20069,140.0,9,8.0
1125,12,3.0,1,20.0,123435,20347,59.0,12,9.0
1126,6,-4.0,1,38.0,118109,19445,90.0,5,10.0
1127,19,8.0,1,5.0,123972,20185,24.0,19,11.0
1128,1,0.0,1,142.0,75725,22918,295.0,1,1.0
1129,9,7.0,1,72.0,78793,21945,168.0,8,2.0
1130,6,3.0,1,96.0,77037,21916,192.0,4,3.0
1131,2,-2.0,1,153.0,78089,21890,295.0,6,4.0
1132,7,2.0,1,88.0,78488,21183,168.0,5,5.0
1133,5,-1.0,1,13.0,76389,22859,32.0,3,6.0
1134,13,6.0,1,28.0,81754,22662,28.0,13,7.0
1135,15,7.0,1,22.0,80198,22605,36.0,15,8.0
1136,1,0.0,1,167.0,183685,30343,335.0,1,1.0
1137,3,1.0,1,90.0,185442,31995,198.0,3,2.0
1138,2,-1.0,1,168.0,184513,29395,335.0,2,3.0
1139,4,0.0,1,100.0,186469,30198,198.0,4,4.0
1140,5,0.0,1,106.0,187914,29578,204.0,5,5.0
1141,11,5.0,1,47.0,192245,29475,73.0,10,6.0
1142,9,2.0,1,26.0,190430,30747,73.0,8,7.0
1143,8,0.0,1,26.0,189701,30786,41.0,7,8.0
1144,6,-3.0,1,98.0,193625,31381,204.0,11,9.0
1145,15,5.0,1,23.0,198404,30315,41.0,15,10.0
1146,2,1.0,1,192.0,90569,21441,378.0,2,1.0
1147,1,-1.0,1,186.0,91645,21233,378.0,1,2.0
1148,3,0.0,1,115.0,92496,22241,223.0,3,3.0
1149,5,1.0,1,110.0,93627,21640,224.0,5,4.0
1150,4,-1.0,1,100.0,93082,22389,223.0,4,5.0
1151,14,8.0,1,114.0,98829,21951,224.0,14,6.0
1152,2,1.0,1,217.0,84418,18650,415.0,2,1.0
1153,3,1.0,1,133.0,87031,18964,256.0,3,2.0
1154,4,1.0,1,115.0,85752,19017,256.0,4,3.0
1155,1,-3.0,1,198.0,87655,19693,415.0,1,4.0
1156,6,1.0,1,120.0,88429,19230,242.0,6,5.0
1157,5,-1.0,1,122.0,89118,22393,242.0,5,6.0
1158,7,0.0,1,33.0,90129,19608,81.0,8,7.0
1159,1,0.0,1,223.0,116000,996150,455.0,1,1.0
1160,5,3.0,1,151.0,121542,998401,274.0,5,2.0
1161,21,18.0,1,232.0,128196,1000478,455.0,21,3.0
1162,7,3.0,1,45.0,120111,23564,103.0,7,4.0
1163,6,1.0,1,58.0,125346,23783,103.0,6,5.0
1164,4,-2.0,1,128.0,136688,22403,252.0,4,6.0
1165,8,0.0,1,62.0,124020,22190,101.0,8,8.0
1166,3,-6.0,1,124.0,165732,87084,252.0,3,9.0
1167,10,0.0,1,39.0,122312,22484,101.0,10,10.0
1168,2,-9.0,1,115.0,129574,31235,274.0,2,11.0
1169,13,1.0,1,0.0,126661,23486,28.0,18,12.0
1170,11,-2.0,1,28.0,123445,23705,28.0,11,13.0
1171,19,5.0,1,23.0,127841,1000466,45.0,19,14.0
1172,14,-1.0,1,0.0,125776,22698,6.0,13,15.0
1173,2,1.0,1,248.0,88926,25550,498.0,2,1.0
1174,1,-1.0,1,250.0,92476,23633,498.0,1,2.0
1175,3,0.0,1,143.0,89978,25472,279.0,3,3.0
1176,4,0.0,1,136.0,90710,24116,279.0,4,4.0
1177,6,1.0,1,161.0,92222,23745,290.0,6,5.0
1178,5,-1.0,1,70.0,91540,24161,111.0,5,6.0
1179,7,0.0,1,121.0,95518,24610,290.0,7,7.0
1180,8,0.0,1,62.0,93388,24537,108.0,8,8.0
1181,11,2.0,1,41.0,94193,23940,111.0,11,9.0
1182,9,-1.0,1,46.0,95048,24043,108.0,9,10.0
1183,1,0.0,1,273.0,158861,26350,538.0,1,1.0
1184,2,0.0,1,179.0,159985,25925,316.0,2,2.0
1185,3,0.0,1,265.0,163356,24453,538.0,3,3.0
1186,5,1.0,1,148.0,165458,24874,301.0,5,4.0
1187,22,17.0,1,153.0,192121,24342,301.0,22,5.0
1188,4,-2.0,1,129.0,171564,25740,316.0,4,6.0
1189,9,2.0,1,36.0,167051,24649,54.0,9,7.0
1190,10,2.0,1,66.0,177263,32821,112.0,17,8.0
1191,7,-2.0,1,25.0,168472,24584,47.0,7,9.0
1192,17,7.0,1,7.0,174238,25816,7.0,15,10.0
1193,4,3.0,1,204.0,127565,24197,359.0,4,1.0
1194,3,1.0,1,147.0,131236,23935,359.0,3,2.0
1195,2,-1.0,1,288.0,146006,23750,553.0,2,3.0
1196,6,2.0,1,160.0,129922,24584,313.0,6,4.0
1197,11,6.0,1,80.0,135417,23828,121.0,11,5.0
1198,7,1.0,1,74.0,128369,27024,124.0,7,6.0
1199,22,15.0,1,42.0,139454,25195,62.0,22,7.0
1200,8,0.0,1,50.0,134508,26609,124.0,8,8.0
1201,9,0.0,1,19.0,134071,24738,62.0,9,9.0
1202,19,9.0,1,1.0,141358,23928,8.0,19,10.0
1203,16,5.0,1,30.0,138243,24400,47.0,16,11.0
1204,1,0.0,1,313.0,97951,22673,593.0,1,1.0
1205,5,3.0,1,165.0,99495,22855,385.0,3,2.0
1206,2,-1.0,1,280.0,103486,22989,593.0,2,3.0
1207,4,0.0,1,165.0,101368,23226,335.0,6,4.0
1208,3,-2.0,1,170.0,102865,23244,335.0,8,5.0
1209,6,0.0,1,212.0,101724,22996,385.0,4,6.0
1210,7,0.0,1,80.0,100643,23605,134.0,5,7.0
1211,9,1.0,1,54.0,102508,22832,134.0,9,8.0
1212,12,3.0,1,43.0,107118,22463,124.0,12,9.0
1213,11,1.0,1,81.0,106560,25007,124.0,11,10.0
1214,8,-3.0,1,28.0,104394,23741,28.0,7,11.0
1215,1,0.0,1,305.0,104036,23601,636.0,1,1.0
1216,2,0.0,1,331.0,105682,23526,636.0,2,2.0
1217,3,0.0,1,227.0,104920,23956,400.0,3,3.0
1218,6,2.0,1,177.0,108486,24433,347.0,6,4.0
1219,12,7.0,1,52.0,111313,23683,74.0,12,5.0
1220,10,4.0,1,38.0,109893,24778,55.0,10,6.0
1221,1,0.0,1,330.0,98829,21709,679.0,1,1.0
1222,2,0.0,1,349.0,99961,21997,679.0,2,2.0
1223,4,1.0,1,242.0,105827,22087,427.0,4,3.0
1224,3,-1.0,1,177.0,100751,21775,427.0,3,4.0
1225,7,2.0,1,187.0,107198,22035,365.0,7,5.0
1226,6,0.0,1,178.0,104181,22398,365.0,6,6.0
1227,5,-2.0,1,60.0,101261,22134,145.0,5,7.0
1228,8,0.0,1,85.0,108526,22396,136.0,8,8.0
1229,9,0.0,1,51.0,106260,21863,136.0,9,9.0
1230,12,2.0,1,85.0,109395,22213,145.0,12,10.0
1231,1,0.0,1,355.0,134120,2010361,722.0,1,1.0
1232,2,0.0,1,367.0,135474,2009747,722.0,2,2.0
1233,4,1.0,1,192.0,139517,24186,446.0,4,3.0
1234,9,5.0,1,97.0,147600,2008398,163.0,9,4.0
1235,5,0.0,1,197.0,141969,29981,375.0,5,5.0
1236,15,9.0,1,46.0,157123,2008828,63.0,15,6.0
1237,8,1.0,1,66.0,145218,2008504,163.0,8,7.0
1238,6,-2.0,1,246.0,143530,24623,446.0,6,8.0
1239,22,13.0,1,2.0,166666,2008206,2.0,21,9.0
1240,10,0.0,1,53.0,148459,24821,75.0,10,10.0
1241,11,0.0,1,85.0,151150,24724,136.0,11,11.0
1242,20,8.0,1,0.0,167487,2009052,1.0,22,12.0
1243,14,1.0,1,25.0,155544,25758,63.0,14,13.0
1244,18,4.0,1,7.0,161483,24986,8.0,18,14.0
1245,19,4.0,1,1.0,162985,2008464,1.0,19,15.0
1246,17,1.0,1,21.0,160632,24192,75.0,17,16.0
1247,1,0.0,1,380.0,108108,22600,765.0,1,1.0
1248,2,0.0,1,385.0,108740,23753,765.0,2,2.0
1249,5,2.0,1,212.0,111075,21711,398.0,5,3.0
1250,6,2.0,1,204.0,120841,21221,468.0,6,4.0
1251,3,-2.0,1,256.0,110484,22084,468.0,3,5.0
1252,4,-2.0,1,186.0,109528,21959,398.0,4,6.0
1253,7,0.0,1,72.0,113605,21834,173.0,7,7.0
1254,8,0.0,1,101.0,113301,21308,173.0,8,8.0
1255,10,1.0,1,53.0,115131,21775,138.0,10,9.0
1256,9,-1.0,1,54.0,114482,22428,76.0,9,10.0
1257,14,3.0,1,29.0,118481,22838,29.0,14,11.0
1258,13,1.0,1,0.0,118909,22032,29.0,13,12.0
1259,2,1.0,1,25.0,95078,21988,37.0,2,1.0
1260,1,-1.0,1,18.0,94404,21709,33.0,1,2.0
1261,3,0.0,1,15.0,96009,21440,33.0,3,3.0
1262,4,0.0,1,12.0,97493,22033,37.0,4,4.0
1263,5,0.0,1,10.0,98375,22208,10.0,5,5.0
1264,7,1.0,1,8.0,99674,21568,8.0,7,6.0
1265,1,0.0,1,43.0,108752,22999,66.0,1,1.0
1266,2,0.0,1,43.0,110119,22906,65.0,2,2.0
1267,19,16.0,1,25.0,116264,23071,37.0,16,3.0
1268,5,1.0,1,12.0,113297,17340,37.0,5,4.0
1269,4,-1.0,1,22.0,113926,23847,65.0,4,5.0
1270,3,-3.0,1,23.0,111916,32287,66.0,3,6.0
1271,11,4.0,1,10.0,126842,17337,12.0,11,7.0
1272,3,2.0,1,68.0,98586,24702,102.0,3,1.0
1273,2,0.0,1,61.0,99371,30687,99.0,2,2.0
1274,1,-2.0,1,38.0,98125,28368,99.0,1,3.0
1275,5,1.0,1,34.0,102370,26430,102.0,5,4.0
1276,4,-1.0,1,22.0,101086,25312,47.0,4,5.0
1277,8,2.0,1,16.0,101849,25704,16.0,8,6.0
1278,18,11.0,1,14.0,106144,24332,17.0,18,7.0
1279,9,1.0,1,4.0,103859,25075,8.0,9,8.0
1280,7,-2.0,1,2.0,103251,26634,2.0,7,9.0
1281,14,4.0,1,3.0,104591,24664,17.0,14,10.0
1282,3,2.0,1,63.0,125192,29356,136.0,3,1.0
1283,1,-1.0,1,86.0,127101,30097,135.0,1,2.0
1284,2,-1.0,1,49.0,130530,30152,135.0,2,3.0
1285,4,0.0,1,73.0,131180,29739,136.0,4,4.0
1286,7,2.0,1,35.0,132202,29567,57.0,7,5.0
1287,9,3.0,1,22.0,135367,29868,31.0,9,6.0
1288,10,3.0,1,9.0,136126,30253,31.0,10,7.0
1289,8,0.0,1,6.0,138295,30280,6.0,8,8.0
1290,1,0.0,1,98.0,91485,21544,161.0,1,1.0
1291,2,0.0,1,104.0,89278,22499,153.0,2,2.0
1292,6,3.0,1,37.0,93623,21811,72.0,6,3.0
1293,2,1.0,1,129.0,83794,24306,196.0,2,1.0
1294,1,-1.0,1,67.0,82770,24833,196.0,1,2.0
1295,5,2.0,1,52.0,87148,24183,97.0,5,3.0
1296,3,-1.0,1,75.0,85588,24308,179.0,3,4.0
1297,4,-1.0,1,45.0,86405,25343,97.0,4,5.0
1298,6,0.0,1,25.0,88577,24427,29.0,6,6.0
1299,14,7.0,1,104.0,92932,24155,179.0,13,7.0
1300,8,0.0,1,9.0,90339,24660,14.0,8,8.0
1301,15,6.0,1,20.0,94269,24353,20.0,14,9.0
1302,13,3.0,1,5.0,91072,24979,14.0,11,10.0
1303,17,6.0,1,0.0,95963,25472,14.0,16,11.0
1304,16,4.0,1,19.0,94884,24299,53.0,15,12.0
1305,7,-6.0,1,34.0,89212,31313,53.0,7,13.0
1306,1,0.0,1,129.0,110539,23061,222.0,1,1.0
1307,3,1.0,1,93.0,112610,22946,222.0,3,2.0
1308,6,3.0,1,67.0,118486,23309,112.0,6,3.0
1309,2,-2.0,1,141.0,116755,31596,214.0,2,4.0
1310,8,3.0,1,44.0,120067,23229,71.0,8,5.0
1311,9,3.0,1,27.0,120993,23409,71.0,9,6.0
1312,4,-3.0,1,73.0,119515,23500,214.0,4,7.0
1313,10,2.0,1,18.0,122244,26764,18.0,10,8.0
1314,10,9.0,1,92.0,119527,23361,137.0,10,1.0
1315,2,0.0,1,111.0,200105,36262,250.0,2,2.0
1316,8,5.0,1,17.0,119252,22625,37.0,8,3.0
1317,4,0.0,1,153.0,113980,20059,226.0,4,4.0
1318,1,-4.0,1,139.0,112049,20418,250.0,1,5.0
1319,7,1.0,1,35.0,118057,20493,79.0,7,6.0
1320,13,6.0,1,11.0,121762,20391,21.0,12,7.0
1321,12,4.0,1,29.0,127947,21040,33.0,15,8.0
1322,16,7.0,1,2.0,126072,21217,2.0,19,9.0
1323,15,5.0,1,5.0,123869,31122,5.0,14,10.0
1324,18,7.0,1,0.0,124871,23906,5.0,17,11.0
1325,19,7.0,1,0.0,125567,21423,2.0,18,12.0
1326,1,0.0,1,136.0,71506,22387,287.0,1,1.0
1327,2,0.0,1,171.0,72975,21750,254.0,2,2.0
1328,5,2.0,1,107.0,74564,21713,152.0,4,3.0
1329,3,-1.0,1,151.0,77354,20761,287.0,8,4.0
1330,4,-1.0,1,83.0,76073,21662,254.0,3,5.0
1331,7,1.0,1,18.0,75568,22026,29.0,6,6.0
1332,1,0.0,1,176.0,96075,27733,330.0,1,1.0
1333,4,2.0,1,154.0,102367,27858,330.0,9,2.0
1334,2,-1.0,1,98.0,97751,28476,275.0,2,3.0
1335,5,1.0,1,57.0,99180,29147,174.0,4,4.0
1336,20,15.0,1,117.0,107461,27910,174.0,19,5.0
1337,6,0.0,1,26.0,101351,30841,26.0,5,6.0
1338,3,-4.0,1,177.0,100228,28363,275.0,3,7.0
1339,1,0.0,1,202.0,94380,22317,318.0,1,1.0
1340,2,0.0,1,116.0,96811,21919,318.0,2,2.0
1341,3,0.0,1,169.0,98694,22681,357.0,3,3.0
1342,4,0.0,1,188.0,102614,21338,357.0,4,4.0
1343,5,0.0,1,67.0,101155,33605,184.0,5,5.0
1344,8,2.0,1,10.0,106148,22399,11.0,7,6.0
1345,1,0.0,1,213.0,109926,22037,392.0,1,1.0
1346,2,0.0,1,220.0,110601,22443,348.0,2,2.0
1347,6,3.0,1,132.0,107549,22900,199.0,6,3.0
1348,4,0.0,1,128.0,108288,22533,348.0,4,4.0
1349,3,-2.0,1,179.0,110746,22963,392.0,3,5.0
1350,7,1.0,1,34.0,109669,23507,34.0,7,6.0
1351,12,5.0,1,24.0,120268,22925,35.0,11,7.0
1352,16,8.0,1,27.0,110777,22667,45.0,16,8.0
1353,9,0.0,1,47.0,114458,23364,103.0,9,9.0
1354,14,4.0,1,36.0,122301,24095,40.0,13,10.0
1355,18,7.0,1,18.0,110606,24697,45.0,15,11.0
1356,17,5.0,1,4.0,123080,22444,40.0,19,12.0
1357,10,-3.0,1,0.0,109283,26202,34.0,14,13.0
1358,15,1.0,1,1.0,113204,26894,11.0,20,14.0
1359,13,-2.0,1,11.0,118970,22828,35.0,12,15.0
1360,19,3.0,1,0.0,112949,23999,5.0,17,16.0
1361,1,0.0,1,238.0,88755,23725,435.0,1,1.0
