,qualifying_position,diff_qual_final,num_pit_stops,driver_points,lap_time,stop_duration,constructor_points,starting_grid_position,final_position
453,10,1.0,1,2.0,106360,22282,2.0,10,9.0
454,8,-2.0,1,1.0,107379,22239,26.0,8,10.0
455,15,4.0,1,0.0,108097,23677,2.0,15,11.0
456,13,1.0,1,0.0,109716,23074,0.0,13,12.0
457,1,0.0,1,40.0,121790,21135,66.0,1,1.0
458,5,3.0,1,26.0,125298,21010,66.0,5,2.0
459,4,1.0,1,25.0,125768,24933,37.0,4,3.0
460,6,2.0,1,12.0,127937,22028,37.0,6,4.0
461,2,-3.0,1,22.0,127716,22403,40.0,2,5.0
462,11,5.0,1,9.0,131346,22105,40.0,11,6.0
463,7,0.0,1,31.0,131135,25905,40.0,10,7.0
464,12,4.0,1,4.0,129804,22996,4.0,12,8.0
465,10,1.0,1,2.0,128741,21583,4.0,9,9.0
466,17,7.0,1,1.0,134774,49216,1.0,17,10.0
467,18,7.0,1,0.0,137676,24960,0.0,18,11.0
468,3,2.0,1,43.0,106002,19719,73.0,3,1.0
469,2,0.0,1,49.0,107160,20753,60.0,2,2.0
470,1,-2.0,1,40.0,105684,20379,52.0,1,3.0
471,9,5.0,1,52.0,110745,19323,78.0,9,4.0
472,8,3.0,1,12.0,110314,19898,14.0,8,5.0
473,5,-1.0,1,30.0,106607,20753,73.0,5,6.0
474,7,0.0,1,6.0,109736,24946,7.0,7,7.0
475,11,3.0,1,8.0,113849,20598,14.0,11,8.0
476,6,-3.0,1,11.0,109341,20083,60.0,6,9.0
477,10,0.0,1,5.0,111485,22838,5.0,10,10.0
478,12,1.0,1,2.0,113668,19969,14.0,12,11.0
479,16,4.0,1,1.0,116745,20977,7.0,15,12.0
480,17,4.0,1,0.0,114748,21614,0.0,16,13.0
481,15,1.0,1,0.0,114066,20794,0.0,14,14.0
482,2,1.0,1,77.0,104636,21660,109.0,2,1.0
483,9,7.0,1,67.0,107408,22715,93.0,8,2.0
484,11,8.0,1,26.0,109244,24605,93.0,11,3.0
485,7,3.0,1,20.0,105809,22009,26.0,5,4.0
486,4,-1.0,1,50.0,109120,22072,64.0,9,5.0
487,12,6.0,1,10.0,108405,21471,23.0,12,6.0
488,5,-2.0,1,32.0,106957,21798,109.0,7,7.0
489,3,-5.0,1,47.0,104967,23055,77.0,3,8.0
490,1,-8.0,1,14.0,104359,22237,64.0,1,9.0
491,10,0.0,1,13.0,107734,23093,23.0,10,10.0
492,17,6.0,1,0.0,111225,23173,0.0,17,11.0
493,14,2.0,1,5.0,110014,21656,5.0,14,12.0
494,8,-5.0,1,6.0,163151,26495,26.0,6,13.0
495,15,1.0,1,0.0,111909,22729,0.0,15,14.0
496,6,-9.0,1,30.0,106282,21665,77.0,4,15.0
497,5,4.0,1,72.0,95662,18909,117.0,5,1.0
498,4,2.0,1,85.0,96831,19978,111.0,4,2.0
499,6,3.0,1,45.0,98200,19490,117.0,9,3.0
500,3,-1.0,1,89.0,95032,18606,131.0,3,4.0
501,8,3.0,1,42.0,100257,19668,131.0,7,5.0
502,1,-5.0,1,22.0,94590,19414,72.0,1,6.0
503,10,3.0,1,26.0,99883,20615,32.0,10,7.0
504,14,6.0,1,17.0,103457,18810,29.0,14,8.0
505,9,0.0,1,12.0,98000,19250,29.0,8,9.0
506,1,0.0,1,47.0,88220,25200,109.0,1,1.0
507,3,1.0,1,107.0,89683,24375,164.0,3,2.0
508,4,1.0,1,57.0,90851,24316,164.0,4,3.0
509,2,-2.0,1,62.0,89423,24801,109.0,2,4.0
510,8,3.0,1,16.0,95083,25274,44.0,8,5.0
511,9,3.0,1,25.0,94555,24585,37.0,9,6.0
512,6,-1.0,1,78.0,91890,24489,123.0,6,7.0
513,10,2.0,1,5.0,96470,24827,12.0,10,8.0
514,17,8.0,1,28.0,99233,25643,44.0,17,9.0
515,5,-5.0,1,86.0,91685,24420,112.0,5,10.0
516,11,0.0,1,5.0,96784,24974,5.0,11,11.0
517,14,2.0,1,0.0,97450,29063,0.0,14,12.0
518,19,6.0,1,0.0,101653,25364,5.0,19,13.0
519,20,6.0,1,0.0,104661,25337,0.0,22,14.0
520,15,0.0,1,0.0,135343,35100,0.0,15,15.0
521,1,0.0,1,132.0,83616,20835,201.0,1,1.0
522,6,4.0,1,96.0,89095,20512,145.0,6,2.0
523,2,-1.0,1,77.0,85666,20879,134.0,2,3.0
524,5,1.0,1,69.0,87088,20716,201.0,5,4.0
525,4,-1.0,1,57.0,86619,21125,134.0,4,5.0
526,2,1.0,1,82.0,104157,24990,171.0,2,1.0
527,4,2.0,1,87.0,110350,31448,219.0,4,2.0
528,10,7.0,1,111.0,107989,24572,168.0,9,3.0
529,1,-3.0,1,89.0,102428,29026,171.0,1,4.0
530,9,4.0,1,98.0,106556,24992,124.0,8,5.0
531,12,6.0,1,57.0,106125,35210,168.0,11,6.0
532,7,0.0,1,23.0,105265,24807,59.0,6,7.0
533,6,-2.0,1,11.0,107013,29446,24.0,5,8.0
534,5,-4.0,1,36.0,112609,25004,59.0,21,9.0
535,15,5.0,1,6.0,109352,29684,6.0,14,10.0
536,16,5.0,1,0.0,111328,25244,0.0,15,11.0
537,17,5.0,1,0.0,112278,30231,0.0,16,12.0
538,11,-2.0,1,25.0,108470,24745,37.0,10,13.0
539,18,4.0,1,0.0,109862,25330,6.0,17,14.0
540,19,4.0,1,0.0,113289,26191,0.0,18,15.0
541,20,4.0,1,0.0,114433,25729,0.0,19,16.0
542,22,5.0,1,0.0,113987,26031,0.0,20,17.0
543,21,3.0,1,0.0,114978,26515,0.0,22,18.0
544,2,1.0,1,157.0,99144,18979,250.0,2,1.0
545,4,2.0,1,116.0,101100,19378,157.0,4,2.0
546,5,2.0,1,41.0,101977,20273,157.0,5,3.0
547,8,4.0,1,123.0,104159,20199,180.0,8,4.0
548,1,-4.0,1,99.0,100632,19487,183.0,1,5.0
549,9,3.0,1,33.0,104806,20812,49.0,9,6.0
550,3,-4.0,1,93.0,99860,162042,250.0,3,7.0
551,13,5.0,1,16.0,105042,20432,49.0,13,8.0
552,11,2.0,1,84.0,106209,19690,183.0,11,9.0
553,10,0.0,1,7.0,105710,21226,7.0,10,10.0
554,12,1.0,1,36.0,106799,20547,59.0,12,11.0
555,6,-6.0,1,11.0,103464,19846,24.0,6,12.0
556,15,2.0,1,23.0,106599,19910,59.0,15,13.0
557,14,0.0,1,0.0,108680,19816,7.0,14,14.0
558,18,3.0,1,0.0,108406,20331,0.0,18,15.0
559,1,0.0,1,124.0,92425,21840,208.0,1,1.0
560,6,4.0,1,134.0,98188,22161,183.0,6,2.0
561,2,-1.0,1,172.0,93534,21343,277.0,2,3.0
562,10,6.0,1,105.0,99207,21762,277.0,10,4.0
563,5,0.0,1,133.0,95751,21599,194.0,5,5.0
564,3,-3.0,1,49.0,94535,22054,183.0,3,6.0
565,13,6.0,1,39.0,99776,22107,57.0,13,7.0
566,7,-1.0,1,61.0,97444,23012,194.0,7,8.0
567,2,1.0,1,197.0,117568,22685,312.0,2,1.0
568,9,7.0,1,151.0,121241,22631,218.0,9,2.0
569,1,-2.0,1,139.0,119009,23397,235.0,1,3.0
570,4,0.0,1,96.0,120369,22893,235.0,4,4.0
571,3,-2.0,1,115.0,122006,23004,312.0,3,5.0
572,6,0.0,1,47.0,120966,22465,65.0,6,6.0
573,10,3.0,1,67.0,124914,22872,218.0,10,7.0
574,7,-1.0,1,53.0,123575,23445,187.0,7,8.0
575,12,3.0,1,25.0,125656,23327,61.0,12,9.0
576,19,9.0,1,12.0,127396,23144,25.0,19,10.0
577,13,2.0,1,18.0,124547,17378,65.0,13,11.0
578,18,6.0,1,13.0,126951,24070,25.0,18,12.0
579,11,-2.0,1,7.0,122991,24219,7.0,11,13.0
580,21,7.0,1,0.0,128298,22761,7.0,21,14.0
581,20,5.0,1,0.0,128573,23411,1.0,20,15.0
582,1,0.0,1,222.0,92458,24305,352.0,1,1.0
583,5,3.0,1,169.0,94595,24208,248.0,5,2.0
584,2,-1.0,1,130.0,94309,24205,352.0,2,3.0
585,4,0.0,1,79.0,93599,24692,248.0,4,4.0
586,3,-2.0,1,17.0,95269,25633,17.0,3,5.0
587,6,0.0,1,104.0,95626,24079,245.0,6,6.0
588,7,0.0,1,18.0,96286,24319,31.0,7,7.0
589,13,5.0,1,57.0,100115,27040,191.0,13,8.0
590,12,3.0,1,141.0,98540,24460,245.0,12,9.0
591,9,-1.0,1,48.0,99407,24450,66.0,9,10.0
592,11,0.0,1,134.0,103600,30975,191.0,11,11.0
593,8,-4.0,1,18.0,96799,25933,66.0,8,12.0
594,17,4.0,1,0.0,100914,24668,17.0,16,13.0
595,15,1.0,1,1.0,100622,25397,1.0,14,14.0
596,18,3.0,1,0.0,101682,24665,1.0,18,15.0
597,1,0.0,2,247.0,115509,28934,377.0,1,1.0
598,7,5.0,2,187.0,118625,29176,274.0,7,2.0
599,13,10.0,2,149.0,125320,33013,206.0,13,3.0
600,2,-2.0,2,116.0,117480,29616,267.0,2,4.0
601,5,0.0,2,151.0,120979,30085,267.0,5,5.0
602,6,0.0,2,87.0,121644,29136,274.0,6,6.0
603,8,1.0,2,54.0,122222,30085,76.0,8,7.0
604,14,6.0,2,22.0,123469,29396,76.0,14,8.0
605,11,2.0,2,19.0,122864,30253,19.0,11,9.0
606,15,5.0,2,26.0,127917,30166,62.0,15,10.0
607,18,7.0,2,1.0,127051,30444,1.0,18,11.0
608,10,-2.0,2,0.0,124097,31706,19.0,10,12.0
609,16,3.0,3,0.0,129040,33836,1.0,16,13.0
610,12,-2.0,3,13.0,126425,29999,31.0,12,14.0
611,1,0.0,1,272.0,107023,22662,402.0,1,1.0
612,10,8.0,1,167.0,113950,22924,239.0,9,2.0
613,4,1.0,1,72.0,109131,22519,239.0,3,3.0
614,8,4.0,1,31.0,111311,23654,31.0,7,4.0
615,2,-3.0,1,161.0,109848,22270,283.0,2,5.0
616,6,0.0,1,195.0,111814,22208,284.0,5,6.0
617,5,-2.0,1,122.0,110482,23412,283.0,4,7.0
618,12,4.0,1,58.0,115281,26948,81.0,11,8.0
619,7,-2.0,1,89.0,122290,22474,284.0,6,9.0
620,11,1.0,1,23.0,115921,22901,81.0,10,10.0
621,9,-2.0,1,0.0,117587,23096,31.0,8,11.0
622,17,5.0,1,0.0,119605,23912,1.0,17,12.0
623,18,5.0,1,1.0,114725,23470,1.0,18,13.0
624,19,5.0,1,0.0,120786,24320,0.0,19,14.0
625,20,5.0,1,0.0,118750,17513,0.0,20,15.0
626,21,5.0,1,0.0,121436,23097,0.0,22,16.0
627,22,5.0,1,0.0,122636,23761,0.0,21,17.0
628,2,1.0,1,297.0,101631,22916,445.0,2,1.0
629,1,-1.0,1,148.0,100917,23617,445.0,1,2.0
630,4,1.0,1,87.0,100274,23282,264.0,4,3.0
631,8,4.0,1,207.0,103946,22645,297.0,8,4.0
632,9,4.0,1,177.0,106617,23313,264.0,9,5.0
633,7,1.0,1,39.0,104438,23383,45.0,7,6.0
634,14,7.0,1,6.0,105763,23887,45.0,14,7.0
635,6,-2.0,1,126.0,102951,22812,287.0,6,8.0
636,10,1.0,1,60.0,106202,23462,83.0,10,9.0
637,5,-5.0,1,90.0,103453,22946,297.0,5,10.0
638,12,1.0,1,36.0,107283,23476,62.0,12,11.0
639,1,0.0,1,322.0,92771,24000,470.0,1,1.0
640,2,0.0,1,144.0,96003,23685,313.0,2,2.0
641,17,14.0,1,102.0,103765,23648,285.0,17,3.0
642,5,1.0,1,102.0,95261,23579,309.0,5,4.0
643,9,4.0,1,33.0,98803,23541,93.0,9,5.0
644,3,-3.0,1,169.0,96592,23546,313.0,3,6.0
645,6,-1.0,1,183.0,97600,26989,285.0,6,7.0
646,12,4.0,1,40.0,103709,23662,68.0,12,8.0
647,13,4.0,1,28.0,101562,23891,68.0,13,9.0
648,11,1.0,1,19.0,99529,25608,32.0,11,10.0
649,8,-3.0,1,207.0,100693,29800,309.0,8,11.0
650,18,6.0,1,1.0,102128,25530,1.0,18,12.0
651,2,1.0,1,347.0,110131,22275,513.0,2,1.0
652,1,-1.0,1,166.0,112830,21175,513.0,1,2.0
653,3,0.0,1,159.0,112117,21653,334.0,3,3.0
654,7,3.0,1,114.0,113426,21627,297.0,6,4.0
655,11,6.0,1,217.0,116611,21530,323.0,10,5.0
656,12,6.0,1,48.0,117835,22270,77.0,11,6.0
657,4,-3.0,1,175.0,114419,21372,334.0,4,7.0
658,8,0.0,1,106.0,116104,21485,323.0,7,8.0
659,9,0.0,1,35.0,117306,21503,95.0,8,9.0
660,18,8.0,1,29.0,119923,22048,77.0,17,10.0
661,15,4.0,1,1.0,118350,22886,1.0,14,11.0
662,13,1.0,1,60.0,121099,27176,95.0,12,12.0
663,17,4.0,1,6.0,119604,22685,45.0,16,13.0
664,1,0.0,1,372.0,114040,24086,553.0,1,1.0
665,3,1.0,1,132.0,115731,23876,315.0,3,2.0
666,2,-1.0,1,181.0,118515,23537,553.0,2,3.0
667,5,1.0,1,187.0,116522,23904,348.0,5,4.0
668,6,1.0,1,227.0,121148,23817,333.0,6,5.0
669,4,-2.0,1,47.0,119320,24030,53.0,4,6.0
670,7,0.0,1,41.0,120175,23808,102.0,7,7.0
671,9,1.0,1,4.0,121697,25014,5.0,9,8.0
672,14,5.0,1,161.0,125297,23806,348.0,12,9.0
673,13,3.0,1,61.0,128009,24589,102.0,15,10.0
674,11,0.0,1,19.0,123808,24226,32.0,10,11.0
675,16,4.0,1,13.0,129076,24381,32.0,14,12.0
676,15,2.0,1,106.0,127049,23936,333.0,13,13.0
677,10,-4.0,1,6.0,127928,24859,53.0,20,14.0
678,8,-7.0,1,0.0,126331,25323,315.0,8,15.0
679,12,-4.0,1,48.0,122510,24444,77.0,11,16.0
680,1,0.0,1,397.0,84703,22510,596.0,1,1.0
681,4,2.0,1,199.0,86182,25012,596.0,4,2.0
682,3,0.0,1,242.0,85624,22755,354.0,3,3.0
683,15,11.0,1,73.0,89289,22746,122.0,14,4.0
684,2,-3.0,1,171.0,84725,23328,360.0,2,5.0
685,14,8.0,1,49.0,91552,22591,122.0,19,6.0
686,9,2.0,1,112.0,86953,22342,354.0,9,7.0
687,10,2.0,1,51.0,87658,23887,57.0,10,8.0
688,5,-4.0,1,189.0,85720,22655,360.0,5,9.0
689,3,2.0,1,25.0,102038,24331,25.0,3,1.0
690,4,2.0,1,18.0,105402,23150,33.0,4,2.0
691,11,8.0,1,15.0,110328,22411,33.0,10,3.0
692,5,1.0,1,12.0,108266,22887,18.0,5,4.0
693,10,5.0,1,10.0,109766,34921,10.0,15,5.0
694,7,1.0,1,8.0,106986,22615,9.0,7,6.0
695,12,5.0,1,6.0,109387,25543,18.0,11,7.0
696,6,-2.0,1,4.0,108805,23124,6.0,6,8.0
697,8,-1.0,1,2.0,109503,30514,6.0,8,9.0
698,16,6.0,1,1.0,156707,25541,9.0,16,10.0
699,1,0.0,1,25.0,111824,24604,68.0,1,1.0
700,3,1.0,1,43.0,113894,24723,68.0,3,2.0
701,2,-1.0,1,15.0,115012,24432,15.0,2,3.0
702,4,0.0,1,24.0,116440,24466,30.0,4,4.0
703,7,2.0,1,18.0,116866,25336,19.0,7,5.0
704,10,4.0,1,23.0,119008,24841,43.0,10,6.0
705,13,6.0,1,6.0,119770,24637,20.0,13,7.0
706,15,7.0,1,14.0,120897,25020,20.0,18,8.0
707,2,1.0,1,50.0,102467,24687,111.0,2,1.0
708,1,-1.0,1,61.0,103487,24851,111.0,1,2.0
709,5,2.0,1,16.0,105657,24697,44.0,4,3.0
710,3,-1.0,1,12.0,109767,24706,35.0,13,4.0
711,12,7.0,1,28.0,107757,24757,44.0,11,5.0
712,11,5.0,1,23.0,108847,24964,35.0,10,6.0
713,8,1.0,1,12.0,104407,24528,30.0,7,7.0
714,4,-4.0,1,18.0,106240,25040,30.0,3,8.0
715,10,1.0,1,26.0,107396,25770,33.0,9,9.0
716,6,-4.0,1,7.0,108461,25009,33.0,5,10.0
717,13,2.0,1,3.0,110277,26064,7.0,12,11.0
718,16,4.0,1,0.0,113640,25192,0.0,16,12.0
719,22,9.0,1,0.0,114381,25858,0.0,21,13.0
720,17,3.0,1,0.0,111296,25395,0.0,17,14.0
721,19,4.0,1,0.0,113503,27124,0.0,18,15.0
722,1,0.0,1,75.0,104671,22968,154.0,1,1.0
723,4,2.0,1,79.0,109324,23277,154.0,4,2.0
724,5,2.0,1,41.0,107182,22776,52.0,5,3.0
725,2,-2.0,1,24.0,107857,23186,57.0,2,4.0
726,3,-2.0,1,33.0,106185,22570,57.0,3,5.0
727,8,2.0,1,36.0,109601,23438,54.0,8,6.0
728,7,0.0,1,24.0,112021,24780,36.0,7,7.0
729,11,3.0,1,11.0,111796,22994,52.0,11,8.0
730,16,7.0,1,18.0,113510,22914,54.0,16,9.0
731,1,0.0,1,100.0,96072,22951,197.0,1,1.0
732,2,0.0,1,97.0,97222,22254,197.0,2,2.0
733,3,0.0,1,39.0,98993,21969,84.0,3,3.0
734,10,6.0,1,45.0,105306,21974,84.0,15,4.0
735,4,-1.0,1,34.0,98418,22824,46.0,4,5.0
736,7,1.0,1,49.0,101298,21970,66.0,7,6.0
737,1,0.0,1,122.0,101206,24672,240.0,1,1.0
738,2,0.0,1,118.0,102306,27509,240.0,2,2.0
739,3,0.0,1,54.0,106781,26584,99.0,3,3.0
740,5,1.0,1,61.0,107555,26499,78.0,5,4.0
741,6,5.0,1,79.0,113331,23606,139.0,6,1.0
742,1,-1.0,1,140.0,102208,23882,258.0,1,2.0
743,3,0.0,1,60.0,105628,23904,139.0,3,3.0
744,9,5.0,1,43.0,121338,23493,66.0,9,4.0
745,11,6.0,1,57.0,123633,23902,77.0,11,5.0
746,7,1.0,1,69.0,118142,23932,87.0,7,6.0
747,4,-3.0,1,40.0,109177,23448,58.0,4,7.0
748,8,0.0,1,8.0,115488,24433,12.0,8,8.0
749,12,3.0,1,23.0,125429,23479,66.0,12,9.0
750,10,0.0,1,18.0,119314,23925,87.0,10,10.0
751,3,2.0,1,165.0,78359,21474,301.0,3,1.0
752,9,7.0,1,136.0,79258,22226,301.0,9,2.0
753,2,-1.0,1,55.0,77401,21133,85.0,2,3.0
754,1,-3.0,1,30.0,76432,21896,85.0,1,4.0
755,4,-1.0,1,79.0,79740,21234,98.0,4,5.0
756,11,5.0,1,28.0,82444,23770,87.0,15,6.0
757,6,-1.0,1,29.0,80363,21670,72.0,6,7.0
758,5,-3.0,1,83.0,81640,21467,143.0,5,8.0
759,10,1.0,1,59.0,81285,21920,87.0,10,9.0
760,8,-2.0,1,19.0,80807,21914,98.0,8,10.0
761,12,1.0,1,43.0,83094,21505,72.0,11,11.0
762,6,5.0,1,161.0,139816,29679,326.0,6,1.0
763,17,15.0,1,73.0,150817,29104,103.0,14,2.0
764,8,5.0,1,98.0,147630,28483,168.0,8,3.0
765,3,-1.0,1,55.0,136405,28645,90.0,3,4.0
766,2,-3.0,1,70.0,143937,28558,168.0,2,5.0
767,19,13.0,1,87.0,162541,34410,106.0,16,6.0
768,5,-2.0,1,35.0,137733,28745,90.0,5,7.0
769,4,-4.0,1,63.0,145216,29579,91.0,4,8.0
770,9,0.0,1,6.0,149520,28700,15.0,9,9.0
771,1,0.0,1,190.0,113344,20055,366.0,1,1.0
772,2,0.0,1,91.0,114220,20115,121.0,2,2.0
773,16,13.0,1,176.0,129422,19710,366.0,20,3.0
774,6,2.0,1,82.0,115278,19607,188.0,6,4.0
775,7,2.0,1,97.0,115736,19174,116.0,7,5.0
776,5,-1.0,1,106.0,126569,19050,188.0,5,6.0
777,9,2.0,1,69.0,116476,19564,98.0,9,7.0
778,11,3.0,1,59.0,117463,22604,96.0,11,8.0
779,4,3.0,1,131.0,114871,22205,219.0,4,1.0
780,5,3.0,1,115.0,113306,22253,142.0,5,2.0
781,21,18.0,1,191.0,130539,23800,393.0,22,3.0
782,1,-3.0,1,202.0,109365,22827,393.0,1,4.0
783,6,1.0,1,40.0,116659,22851,135.0,6,5.0
784,17,11.0,1,27.0,120329,23214,142.0,16,6.0
785,2,-5.0,1,88.0,112455,22170,219.0,2,7.0
786,3,-5.0,1,95.0,112083,25497,135.0,3,8.0
787,8,-1.0,1,11.0,117280,23809,17.0,8,9.0
788,7,-3.0,1,60.0,114271,26737,97.0,7,10.0
789,12,1.0,1,0.0,119857,31956,0.0,11,11.0
790,10,-2.0,1,37.0,125615,23546,97.0,21,12.0
791,22,9.0,1,0.0,124505,22376,8.0,20,13.0
792,5,4.0,1,156.0,113255,22913,254.0,5,1.0
793,1,-1.0,1,220.0,113414,29997,411.0,1,2.0
794,6,3.0,1,110.0,116692,22769,150.0,6,3.0
795,8,4.0,1,39.0,116158,22858,160.0,8,4.0
796,3,-2.0,1,98.0,115348,22800,254.0,3,5.0
797,10,4.0,1,68.0,113719,22800,105.0,10,6.0
798,4,-3.0,1,121.0,122987,28920,160.0,4,7.0
799,13,5.0,1,33.0,123993,24104,103.0,13,8.0
800,11,2.0,1,8.0,124486,24082,19.0,11,9.0
801,18,8.0,1,70.0,125739,23823,103.0,18,10.0
802,12,1.0,1,11.0,126461,23571,19.0,12,11.0
803,7,-5.0,1,37.0,116658,23115,105.0,7,12.0
804,9,-4.0,1,40.0,114543,23945,150.0,9,13.0
805,14,0.0,1,0.0,125467,23755,0.0,14,14.0
806,20,5.0,1,0.0,127440,23259,0.0,20,15.0
807,1,0.0,1,216.0,94764,24453,454.0,1,1.0
808,2,0.0,1,238.0,92437,24583,454.0,2,2.0
809,4,1.0,1,55.0,94490,24323,177.0,4,3.0
810,3,-1.0,1,122.0,98872,24991,177.0,3,4.0
811,9,4.0,1,166.0,99116,24388,272.0,9,5.0
812,8,2.0,1,106.0,95660,25176,272.0,8,6.0
813,10,3.0,1,39.0,97589,24938,109.0,10,7.0
814,6,-2.0,1,72.0,96349,24669,110.0,6,8.0
815,12,3.0,1,41.0,98441,24547,162.0,11,9.0
816,5,-5.0,1,38.0,93880,24214,110.0,5,10.0
817,11,0.0,1,8.0,102863,24651,19.0,21,11.0
818,14,2.0,1,70.0,98158,25547,109.0,13,12.0
819,13,0.0,1,11.0,99726,25046,19.0,12,13.0
820,1,0.0,2,241.0,115510,31040,479.0,1,1.0
821,4,2.0,2,124.0,117189,28733,305.0,4,2.0
822,3,0.0,2,181.0,119536,29113,305.0,3,3.0
823,5,1.0,3,133.0,118861,28991,178.0,5,4.0
824,6,1.0,1,65.0,121862,29578,187.0,6,5.0
825,12,6.0,2,19.0,125944,35309,27.0,12,6.0
826,15,8.0,2,45.0,128088,29502,117.0,15,7.0
827,7,-1.0,2,45.0,120438,29164,178.0,7,8.0
828,13,4.0,2,72.0,126623,29362,117.0,13,9.0
829,9,-1.0,2,39.0,125005,28841,111.0,9,10.0
830,8,-3.0,1,122.0,123658,30340,187.0,8,11.0
831,18,6.0,3,0.0,129292,29363,8.0,18,12.0
832,16,3.0,3,8.0,128571,29761,8.0,16,13.0
833,10,-4.0,3,8.0,125479,31092,27.0,10,14.0
834,22,7.0,2,0.0,130885,30364,0.0,22,15.0
835,19,3.0,2,2.0,130270,29885,2.0,19,16.0
836,2,1.0,1,266.0,184094,1137295,522.0,2,1.0
837,1,-1.0,1,256.0,182649,1136516,522.0,1,2.0
838,9,6.0,1,139.0,197003,1134978,332.0,9,3.0
839,6,2.0,1,193.0,191285,1135520,332.0,6,4.0
840,8,3.0,1,82.0,195346,1136054,121.0,8,5.0
841,3,-3.0,1,130.0,184938,1136994,201.0,3,6.0
842,4,-3.0,1,71.0,187652,1136594,201.0,4,7.0
843,14,6.0,1,76.0,205323,1136562,122.0,13,8.0
844,11,2.0,1,21.0,219316,1136557,29.0,20,9.0
845,1,0.0,1,291.0,107490,30503,565.0,1,1.0
846,2,0.0,1,274.0,112669,33820,565.0,2,2.0
847,3,0.0,1,145.0,109127,30363,216.0,3,3.0
848,4,0.0,1,94.0,110056,29994,143.0,4,4.0
849,6,1.0,1,49.0,113179,29736,143.0,11,5.0
850,8,2.0,1,141.0,110798,35112,188.0,7,6.0
851,7,0.0,1,199.0,115016,30006,342.0,6,7.0
852,11,3.0,1,143.0,114632,30355,342.0,10,8.0
853,9,0.0,1,47.0,115606,30097,188.0,8,9.0
854,13,3.0,1,47.0,116827,29876,123.0,12,10.0
855,18,7.0,1,71.0,120434,29912,216.0,18,11.0
856,12,0.0,1,76.0,118298,30096,123.0,17,12.0
857,10,-3.0,1,21.0,112641,30272,29.0,9,13.0
858,2,1.0,1,316.0,108000,24368,608.0,2,1.0
859,1,-1.0,1,292.0,107097,24433,608.0,1,2.0
860,5,2.0,1,214.0,112988,24040,363.0,5,3.0
861,4,0.0,1,83.0,109601,24488,238.0,4,4.0
862,3,-2.0,1,155.0,110458,24151,238.0,3,5.0
863,6,0.0,1,149.0,112054,24601,196.0,6,6.0
864,17,10.0,1,149.0,121209,24226,363.0,18,7.0
865,8,0.0,1,53.0,110641,26881,147.0,7,8.0
866,15,5.0,1,22.0,117125,30158,30.0,14,10.0
867,11,2.0,1,2.0,116791,29734,10.0,10,9.0
868,1,0.0,1,317.0,80273,23730,651.0,1,1.0
869,2,0.0,1,334.0,81105,23351,651.0,2,2.0
870,3,0.0,1,98.0,81964,23220,254.0,3,3.0
871,5,1.0,1,106.0,83264,23018,161.0,5,4.0
872,6,1.0,1,159.0,85176,23808,373.0,6,5.0
873,8,2.0,1,157.0,84714,23278,210.0,8,6.0
874,10,3.0,1,53.0,86578,23427,210.0,10,7.0
875,12,4.0,1,80.0,87181,23554,127.0,12,8.0
876,7,-2.0,1,55.0,84131,23061,161.0,7,9.0
877,2,1.0,1,384.0,109408,21885,701.0,2,1.0
878,4,2.0,1,134.0,111957,22054,320.0,4,2.0
879,3,0.0,1,186.0,115482,21661,320.0,3,3.0
880,6,1.0,1,126.0,112785,22627,181.0,6,5.0
881,12,6.0,1,96.0,116485,27445,155.0,12,6.0
882,11,4.0,1,59.0,117708,22031,155.0,11,7.0
883,8,-1.0,1,161.0,113828,21619,216.0,8,9.0
884,7,-3.0,1,55.0,113246,21546,216.0,7,10.0
885,9,-2.0,1,55.0,119834,22087,181.0,9,11.0
886,10,-2.0,1,22.0,118872,22919,30.0,10,12.0
887,1,0.0,1,25.0,93033,22295,43.0,1,1.0
888,2,0.0,1,18.0,91332,22105,43.0,2,2.0
889,4,1.0,1,15.0,147522,22694,15.0,4,3.0
890,3,-1.0,1,12.0,146113,22062,12.0,3,4.0
891,11,6.0,1,10.0,149928,22933,14.0,10,5.0
892,2,1.0,1,40.0,112002,23996,52.0,2,1.0
893,1,-1.0,1,43.0,111297,26094,76.0,1,2.0
894,3,0.0,1,33.0,112940,33689,76.0,3,3.0
895,11,7.0,1,12.0,120564,27285,52.0,11,4.0
896,9,4.0,1,10.0,120921,30154,30.0,8,5.0
897,7,1.0,1,20.0,115743,25831,30.0,7,6.0
898,6,-1.0,1,6.0,118773,29516,12.0,6,7.0
899,1,0.0,1,68.0,105695,22645,119.0,1,1.0
900,2,0.0,1,51.0,106876,22483,119.0,2,2.0
901,3,0.0,1,55.0,107813,22488,79.0,3,3.0
902,6,2.0,1,24.0,108617,22818,79.0,6,4.0
903,4,-1.0,1,30.0,109426,23145,48.0,4,5.0
904,5,-1.0,1,18.0,110114,23084,48.0,5,6.0
905,8,1.0,1,6.0,110984,23421,6.0,8,7.0
906,9,1.0,1,14.0,111497,23409,19.0,9,8.0
907,7,-2.0,1,11.0,116042,22635,13.0,7,9.0
908,1,0.0,1,93.0,101390,25791,159.0,1,1.0
909,4,2.0,1,42.0,102896,24773,107.0,4,2.0
910,3,0.0,1,66.0,103381,25311,159.0,3,3.0
911,5,1.0,1,30.0,104432,25293,61.0,5,4.0
912,2,-3.0,1,65.0,102217,24509,107.0,2,5.0
